# Id	 Ra		 Decl		 Mag
0	 359.765300	 -0.234700	 15.000000
1	 359.765300	 0.000000	 15.000000
2	 359.765300	 0.234700	 15.000000
3	 0.000000	 -0.234700	 15.000000
4	 0.000000	 0.000000	 15.000000
5	 0.000000	 0.234700	 15.000000
6	 0.234700	 -0.234700	 15.000000
7	 0.234700	 0.000000	 15.000000
8	 0.234700	 0.234700	 15.000000
10	 359.772300	 -0.234700	 15.500000
11	 359.771800	 0.000000	 15.500000
12	 359.771300	 0.234700	 15.500000
13	 0.005500	 -0.234700	 15.500000
14	 0.005000	 0.000000	 15.500000
15	 0.004500	 0.234700	 15.500000
16	 0.238700	 -0.234700	 15.500000
17	 0.238200	 0.000000	 15.500000
18	 0.237700	 0.234700	 15.500000

