LSST Auxiliary Telescope, 2020 Jan 26 UTC 1 47 15
: ALTAZ
: ROTNL
-30 14 40.2
333.0949589 78.6684282 333.0167132 78.7625213 293.6668950
240.4719461 44.8995879 240.3726938 44.9816645 306.1848271
226.7459782 40.0365061 226.6556824 40.1055927 315.6175556
196.2657687 36.7445377 196.1729864 36.8002718 317.5486844
172.6853974 53.4019806 172.5781383 53.4555115 302.4060731
154.9764958 73.0126568 154.8450967 73.0685376 280.5258586
120.8814629 55.6118420 120.8052043 55.6589219 303.2002837
111.9944970 48.5062414 111.9290073 48.5488632 310.8539746
117.3470395 30.9244814 117.2775891 30.9685963 332.6099343
117.0992858 31.6455324 117.0286376 31.6953479 106.7711023
115.5267384 36.6238119 115.4605335 36.6677284 108.7757071
090.7710199 51.0219367 090.7150525 51.0742177 112.0793148
336.8322735 66.9273300 336.7782862 67.0239479 199.2589405
302.6581446 35.2470238 302.5773588 35.3348704 225.1006034
184.1741942 70.6586995 184.0197970 70.7229965 354.5840128
035.2813650 41.9310769 035.2287450 42.0025788 151.8577754
043.0139225 27.5764544 042.9570499 27.6509279 143.9913851
END
